ID,SiblingsSpousesAboard?,Parents/ChildrenAboard?,firstClass?,secondClass?,thirdClass?,male?,female?,CherbourgEmbark?,QueenstownEmbark?,SouthamtonEmbark?,Fare<10?,10<Fare<20,20<Fare<30,30<Fare<40,40<Fare<50,50<Fare<60,60<Fare<70,70<Fare<80,80<Fare<90,90<Fare<100,Fare>100,Survived
262,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
263,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
264,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
266,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
267,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
268,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
269,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
270,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
271,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
272,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
273,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
274,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
275,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
276,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
277,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
279,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
280,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
281,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
282,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
284,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
285,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
286,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
287,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
288,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
289,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
290,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
291,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
292,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
293,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
294,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
295,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
296,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
297,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
298,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
299,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
300,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
301,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
302,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
303,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
304,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
305,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
306,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
307,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
308,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
309,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
310,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
311,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
312,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
313,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
314,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
315,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
316,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
317,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
318,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
319,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
320,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
321,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
323,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
324,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
325,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
326,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
327,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
328,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
329,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
330,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
331,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
332,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
333,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
334,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
335,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
336,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
337,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
338,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
339,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
340,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
341,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
342,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
343,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
344,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
345,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
346,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
347,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
348,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
349,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
350,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
351,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
352,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
353,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
354,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
356,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
357,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
358,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
359,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
360,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
361,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
362,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
363,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
365,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
366,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
367,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
368,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
369,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
370,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
371,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
372,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
374,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
375,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
376,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
377,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
378,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
379,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
380,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
381,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
382,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
383,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
384,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
385,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
386,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
387,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
388,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
389,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
390,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
391,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
392,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
393,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
394,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
395,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
396,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
397,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
398,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
399,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
400,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
401,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
402,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
403,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
404,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
405,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
406,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
407,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
408,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
409,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
410,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
411,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
413,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
414,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
416,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
417,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
418,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
419,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
420,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
421,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
422,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
423,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
424,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
425,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
426,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
427,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
428,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
429,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
431,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
432,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
433,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
434,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
435,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
436,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
437,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
438,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
439,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
440,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
441,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
442,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
443,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
444,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
445,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
446,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
447,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
448,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
449,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
450,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
451,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
452,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
453,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
454,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
455,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
456,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
457,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
458,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
459,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
460,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
461,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
462,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
463,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
464,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
465,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
467,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
468,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
469,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
470,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
471,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
472,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
473,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
474,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
475,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
476,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
477,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
478,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
479,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
480,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
481,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
482,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
483,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
484,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
485,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
486,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
487,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
488,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
489,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
490,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
491,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
492,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
493,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
494,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
495,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
496,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
497,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
498,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
499,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
500,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
501,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
502,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
503,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
504,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
505,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
506,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
507,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
508,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
509,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
510,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
511,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
512,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
513,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
514,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
515,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
516,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
517,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
518,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
519,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
520,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
521,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
522,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
523,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
524,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
525,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
526,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
